Cycle_Index,Step_Index,Test_Time_s,Current_A,Voltage_V,Temperature_C
1,7,18296.45,0.7499809,3.577935,25.24851
1,7,18297.45,0.7498283,3.578088,25.24851
1,7,18298.45,0.7496758,3.577783,25.24851
1,7,18299.45,0.7501335,3.578088,25.24851
1,7,18300.45,0.7499809,3.578241,25.26524
1,7,18301.45,0.7498283,3.578088,25.26524
1,7,18302.45,0.7498283,3.578088,25.26524
1,7,18303.45,0.7504387,3.578241,25.26524
1,7,18304.45,0.7499809,3.578241,25.26524
1,7,18305.45,0.7499809,3.578241,25.26524
1,7,18306.45,0.7498283,3.578241,25.26524
1,7,18307.45,0.7502861,3.578546,25.26524
1,7,18308.45,0.7499809,3.578393,25.26524
1,7,18309.45,0.7499809,3.578546,25.26524
1,7,18310.45,0.7498283,3.578546,25.26524
1,7,18311.45,0.7499809,3.578546,25.24851
1,7,18312.45,0.7504387,3.578698,25.24851
1,7,18313.45,0.7504387,3.578698,25.26524
1,7,18314.45,0.7499809,3.578546,25.26524
1,7,18315.45,0.7499809,3.578698,25.26524
1,7,18316.45,0.7495232,3.578851,25.26524
1,7,18317.45,0.7499809,3.578851,25.26524
1,7,18318.45,0.7502861,3.578851,25.26524
1,7,18319.45,0.7498283,3.579004,25.26524
1,7,18320.45,0.7498283,3.578851,25.26524
1,7,18321.45,0.7498283,3.579004,25.26524
1,7,18322.45,0.7502861,3.579004,25.26524
1,7,18323.45,0.7501335,3.579004,25.26524
1,7,18324.45,0.7501335,3.579004,25.24851
1,7,18325.45,0.7501335,3.579309,25.24851
1,7,18326.45,0.7496758,3.579309,25.24851
1,7,18327.45,0.7498283,3.579156,25.23178
1,7,18328.45,0.7493706,3.579156,25.23178
1,7,18329.45,0.7499809,3.579309,25.23178
1,7,18330.45,0.7499809,3.579614,25.21504
1,7,18331.45,0.7493706,3.579309,25.21504
1,7,18332.45,0.7498283,3.579461,25.19831
1,7,18333.45,0.7498283,3.579614,25.19831
1,7,18334.45,0.7498283,3.579767,25.19831
1,7,18335.45,0.7498283,3.579767,25.19831
1,7,18336.45,0.7499809,3.579767,25.19831
1,7,18337.45,0.7499809,3.579919,25.19831
1,7,18338.45,0.7501335,3.579919,25.19831
1,7,18339.45,0.7501335,3.580224,25.19831
1,7,18340.45,0.7498283,3.580072,25.19831
1,7,18341.45,0.7501335,3.580224,25.21504
1,7,18342.45,0.7498283,3.580072,25.21504
1,7,18343.45,0.7496758,3.580072,25.21504
1,7,18344.45,0.7498283,3.580377,25.21504
1,7,18345.45,0.7499809,3.580377,25.21504
1,7,18346.45,0.7496758,3.580072,25.21504
1,7,18347.45,0.7496758,3.580377,25.21504
1,7,18348.45,0.7496758,3.580529,25.21504
1,7,18349.45,0.7499809,3.580377,25.19831
1,7,18350.45,0.7498283,3.580529,25.19831
1,7,18351.45,0.7502861,3.580529,25.19831
1,7,18352.45,0.7496758,3.580682,25.19831
1,7,18353.45,0.7495232,3.580682,25.19831
1,7,18354.45,0.7498283,3.580682,25.21504
1,7,18355.45,0.7495232,3.580835,25.21504
1,7,18356.45,0.7498283,3.580835,25.19831
1,7,18357.45,0.7493706,3.580682,25.19831
1,7,18358.45,0.7498283,3.580835,25.19831
1,7,18359.45,0.7496758,3.580987,25.19831
1,7,18360.45,0.7501335,3.58114,25.19831
1,7,18361.45,0.7499809,3.580987,25.19831
1,7,18362.45,0.7501335,3.58114,25.19831
1,7,18363.45,0.7499809,3.580987,25.19831
1,7,18364.45,0.7502861,3.581292,25.19831
1,7,18365.45,0.7496758,3.58114,25.19831
1,7,18366.45,0.7498283,3.581292,25.19831
1,7,18367.45,0.7499809,3.581292,25.19831
1,7,18368.45,0.7498283,3.581445,25.19831
1,7,18369.45,0.7499809,3.581445,25.19831
1,7,18370.45,0.7498283,3.581598,25.19831
1,7,18371.45,0.7504387,3.581598,25.19831
1,7,18372.45,0.7499809,3.58175,25.18158
1,7,18373.45,0.7508965,3.58175,25.18158
1,7,18374.45,0.7499809,3.581598,25.18158
1,7,18375.45,0.7501335,3.58175,25.18158
1,7,18376.45,0.7498283,3.581903,25.18158
1,7,18377.45,0.7499809,3.581903,25.18158
1,7,18378.45,0.7498283,3.581903,25.18158
1,7,18379.45,0.749218,3.581903,25.18158
1,7,18380.45,0.7499809,3.582055,25.18158
1,7,18381.45,0.7502861,3.582055,25.18158
1,7,18382.45,0.7501335,3.582055,25.18158
1,7,18383.45,0.7493706,3.582208,25.18158
1,7,18384.45,0.7498283,3.582055,25.18158
1,7,18385.45,0.7504387,3.582208,25.18158
1,7,18386.45,0.7501335,3.582208,25.18158
1,7,18387.45,0.7495232,3.582361,25.18158
1,7,18388.45,0.7496758,3.582361,25.16484
1,7,18389.45,0.7496758,3.582361,25.16484
1,7,18390.45,0.7498283,3.582513,25.16484
1,7,18391.45,0.7496758,3.582513,25.16484
1,7,18392.45,0.7498283,3.582513,25.16484
1,7,18393.45,0.7496758,3.582666,25.14811
1,7,18394.45,0.7498283,3.582818,25.14811
1,7,18395.45,0.7496758,3.582666,25.14811
1,7,18396.45,0.7499809,3.582666,25.13138
1,7,18397.45,0.7498283,3.582818,25.13138
1,7,18398.45,0.7502861,3.582818,25.13138
1,7,18399.45,0.7498283,3.582818,25.13138
1,7,18400.45,0.7496758,3.582818,25.13138
1,7,18401.45,0.7496758,3.583123,25.11464
1,7,18402.45,0.7498283,3.582971,25.11464
1,7,18403.45,0.7502861,3.583123,25.11464
1,7,18404.45,0.7501335,3.582971,25.11464
1,7,18405.45,0.7499809,3.583276,25.11464
1,7,18406.45,0.7499809,3.583123,25.09791
1,7,18407.45,0.7496758,3.583123,25.09791
1,7,18408.45,0.7501335,3.583429,25.09791
1,7,18409.45,0.7499809,3.583581,25.08118
1,7,18410.45,0.7501335,3.583429,25.08118
1,7,18411.45,0.7501335,3.583276,25.08118
1,7,18412.45,0.7499809,3.583429,25.08118
1,7,18413.45,0.7501335,3.583429,25.08118
1,7,18414.45,0.7499809,3.583429,25.06444
1,7,18415.45,0.7498283,3.583429,25.06444
1,7,18416.45,0.7498283,3.583581,25.06444
1,7,18417.45,0.7499809,3.583429,25.04771
1,7,18418.45,0.7496758,3.583581,25.04771
1,7,18419.45,0.7498283,3.583886,25.04771
1,7,18420.45,0.7498283,3.583734,25.04771
1,7,18421.45,0.7499809,3.583734,25.04771
1,7,18422.45,0.7496758,3.583886,25.04771
1,7,18423.45,0.7499809,3.583886,25.04771
1,7,18424.45,0.7501335,3.583886,25.04771
1,7,18425.45,0.7501335,3.583886,25.04771
1,7,18426.45,0.7501335,3.583886,25.04771
1,7,18427.45,0.7498283,3.584192,25.03098
1,7,18428.45,0.7498283,3.584039,25.03098
1,7,18429.45,0.7498283,3.584192,25.03098
1,7,18430.45,0.7495232,3.584192,25.03098
1,7,18431.45,0.7493706,3.584344,25.03098
1,7,18432.45,0.7502861,3.584344,25.03098
1,7,18433.45,0.7499809,3.584192,25.03098
1,7,18434.45,0.7498283,3.584649,25.03098
1,7,18435.45,0.7498283,3.584649,25.03098
1,7,18436.45,0.7499809,3.584344,25.03098
1,7,18437.45,0.7501335,3.584649,25.03098
1,7,18438.45,0.7499809,3.584802,25.03098
1,7,18439.45,0.7496758,3.584649,25.03098
1,7,18440.45,0.7495232,3.584802,25.03098
1,7,18441.45,0.7499809,3.584802,25.01424
1,7,18442.45,0.7504387,3.584802,25.01424
1,7,18443.45,0.7501335,3.584802,25.01424
1,7,18444.45,0.7498283,3.584802,25.01424
1,7,18445.45,0.7498283,3.585107,25.01424
1,7,18446.45,0.7501335,3.584955,25.01424
1,7,18447.45,0.7499809,3.584955,25.01424
1,7,18448.45,0.7496758,3.585107,25.01424
1,7,18449.45,0.7499809,3.58526,25.01424
1,7,18450.45,0.7498283,3.58526,25.01424
1,7,18451.45,0.7502861,3.58526,25.01424
1,7,18452.45,0.7498283,3.58526,25.01424
1,7,18453.45,0.7496758,3.585412,25.01424
1,7,18454.45,0.7501335,3.58526,25.01424
1,7,18455.45,0.7499809,3.585412,25.01424
1,7,18456.45,0.7504387,3.585412,25.03098
1,7,18457.45,0.7501335,3.585412,25.03098
1,7,18458.45,0.7496758,3.585412,25.04771
1,7,18459.45,0.7495232,3.585565,25.04771
1,7,18460.45,0.7502861,3.585717,25.06444
1,7,18461.45,0.7501335,3.585565,25.06444
1,7,18462.45,0.7504387,3.585717,25.08118
1,7,18463.45,0.7498283,3.585565,25.08118
1,7,18464.45,0.7501335,3.585717,25.09791
1,7,18465.45,0.7498283,3.585717,25.09791
1,7,18466.45,0.7499809,3.58587,25.09791
1,7,18467.45,0.7504387,3.586023,25.09791
1,7,18468.45,0.7496758,3.58587,25.09791
1,7,18469.45,0.7499809,3.586023,25.09791
1,7,18470.45,0.7499809,3.586023,25.09791
1,7,18471.45,0.7501335,3.586023,25.09791
1,7,18472.45,0.7496758,3.586023,25.09791
1,7,18473.45,0.7504387,3.586023,25.09791
1,7,18474.45,0.7498283,3.586175,25.09791
1,7,18475.45,0.7501335,3.586328,25.09791
1,7,18476.45,0.7501335,3.586328,25.09791
1,7,18477.45,0.7496758,3.586328,25.09791
1,7,18478.45,0.7498283,3.586328,25.09791
1,7,18479.45,0.7499809,3.586481,25.09791
1,7,18480.45,0.7493706,3.586481,25.09791
1,7,18481.45,0.7499809,3.586633,25.09791
1,7,18482.45,0.7502861,3.586481,25.09791
1,7,18483.45,0.7502861,3.586633,25.09791
1,7,18484.45,0.7498283,3.586633,25.11464
1,7,18485.45,0.7502861,3.586786,25.11464
1,7,18486.45,0.7501335,3.586633,25.11464
1,7,18487.45,0.7499809,3.586786,25.11464
1,7,18488.45,0.7502861,3.586786,25.11464
1,7,18489.45,0.7495232,3.587244,25.11464
1,7,18490.45,0.7502861,3.586938,25.11464
1,7,18491.45,0.7493706,3.587396,25.11464
1,7,18492.45,0.7495232,3.587244,25.11464
1,7,18493.45,0.7504387,3.587091,25.11464
1,7,18494.45,0.7501335,3.587396,25.11464
1,7,18495.45,0.7502861,3.587244,25.11464
1,7,18496.45,0.7498283,3.587396,25.11464
1,7,18497.45,0.7499809,3.587244,25.11464
1,7,18498.45,0.7498283,3.587396,25.11464
1,7,18499.45,0.7495232,3.587396,25.11464
1,7,18500.45,0.7499809,3.587549,25.11464
1,7,18501.45,0.7501335,3.587244,25.11464
1,7,18502.45,0.7501335,3.587549,25.11464
1,7,18503.45,0.7498283,3.587854,25.11464
1,7,18504.45,0.7499809,3.587701,25.11464
1,7,18505.45,0.7507439,3.587701,25.13138
1,7,18506.45,0.7499809,3.587701,25.13138
1,7,18507.45,0.7498283,3.587701,25.13138
1,7,18508.45,0.7501335,3.587854,25.13138
1,7,18509.45,0.7502861,3.588006,25.13138
1,7,18510.45,0.7501335,3.587854,25.11464
1,7,18511.45,0.7498283,3.587854,25.11464
1,7,18512.45,0.7502861,3.588159,25.11464
1,7,18513.45,0.7501335,3.588006,25.11464
1,7,18514.45,0.7495232,3.588159,25.11464
1,7,18515.45,0.7498283,3.588006,25.13138
1,7,18516.45,0.7498283,3.588312,25.13138
1,7,18517.45,0.7499809,3.588312,25.13138
1,7,18518.45,0.7502861,3.588464,25.13138
1,7,18519.45,0.7501335,3.588159,25.13138
1,7,18520.45,0.7496758,3.588464,25.13138
1,7,18521.45,0.7501335,3.588464,25.13138
1,7,18522.45,0.7498283,3.588464,25.13138
1,7,18523.45,0.7498283,3.588312,25.14811
1,7,18524.45,0.7495232,3.588617,25.14811
1,7,18525.45,0.7499809,3.588617,25.13138
1,7,18526.45,0.7499809,3.588464,25.13138
1,7,18527.45,0.7501335,3.588617,25.13138
1,7,18528.45,0.7495232,3.588769,25.13138
1,7,18529.45,0.7501335,3.588617,25.13138
1,7,18530.45,0.7498283,3.588464,25.14811
1,7,18531.45,0.7498283,3.588769,25.14811
1,7,18532.45,0.7499809,3.588922,25.14811
1,7,18533.45,0.7498283,3.588922,25.14811
1,7,18534.45,0.7499809,3.588922,25.13138
1,7,18535.45,0.7499809,3.589075,25.13138
1,7,18536.45,0.7496758,3.588922,25.13138
1,7,18537.45,0.7499809,3.589075,25.13138
1,7,18538.45,0.7498283,3.588922,25.13138
1,7,18539.45,0.7496758,3.589227,25.14811
1,7,18540.45,0.7496758,3.589227,25.14811
1,7,18541.45,0.7498283,3.589227,25.13138
1,7,18542.45,0.7496758,3.58938,25.14811
1,7,18543.45,0.7499809,3.58938,25.14811
1,7,18544.45,0.7499809,3.58938,25.14811
1,7,18545.45,0.7501335,3.58938,25.16484
1,7,18546.45,0.7498283,3.589685,25.16484
1,7,18547.45,0.7499809,3.589532,25.18158
1,7,18548.45,0.7493706,3.589532,25.18158
1,7,18549.45,0.7502861,3.589685,25.19831
1,7,18550.45,0.7499809,3.589685,25.21504
1,7,18551.45,0.7501335,3.589838,25.21504
1,7,18552.45,0.7499809,3.589685,25.23178
1,7,18553.45,0.7501335,3.589685,25.23178
1,7,18554.45,0.7499809,3.589838,25.23178
1,7,18555.45,0.7498283,3.589838,25.23178
1,7,18556.45,0.7501335,3.58999,25.23178
1,7,18557.45,0.7499809,3.58999,25.23178
1,7,18558.45,0.7501335,3.589838,25.23178
1,7,18559.45,0.7496758,3.590143,25.23178
1,7,18560.45,0.7496758,3.58999,25.23178
1,7,18561.45,0.7493706,3.590295,25.23178
1,7,18562.45,0.7495232,3.590295,25.24851
1,7,18563.45,0.7498283,3.590143,25.24851
1,7,18564.45,0.7502861,3.590295,25.24851
1,7,18565.45,0.7498283,3.590295,25.24851
1,7,18566.45,0.7501335,3.590448,25.24851
1,7,18567.45,0.7501335,3.590295,25.24851
1,7,18568.45,0.7498283,3.590448,25.24851
1,7,18569.45,0.7498283,3.590448,25.24851
1,7,18570.45,0.7499809,3.590448,25.24851
1,7,18571.45,0.7496758,3.590448,25.24851
1,7,18572.45,0.7496758,3.5906,25.24851
1,7,18573.45,0.7499809,3.5906,25.23178
1,7,18574.45,0.7495232,3.5906,25.23178
1,7,18575.45,0.7499809,3.590753,25.23178
1,7,18576.45,0.7499809,3.590753,25.23178
1,7,18577.45,0.7495232,3.590753,25.23178
1,7,18578.45,0.7495232,3.590753,25.23178
1,7,18579.45,0.7496758,3.590753,25.24851
1,7,18580.45,0.7501335,3.590906,25.24851
1,7,18581.45,0.7499809,3.591058,25.24851
1,7,18582.45,0.7502861,3.590906,25.24851
1,7,18583.45,0.7496758,3.590753,25.24851
1,7,18584.45,0.7498283,3.591058,25.24851
1,7,18585.45,0.7498283,3.591058,25.24851
1,7,18586.45,0.7495232,3.591211,25.24851
1,7,18587.45,0.7499809,3.591058,25.24851
1,7,18588.45,0.7496758,3.591058,25.24851
1,7,18589.45,0.7501335,3.591211,25.24851
1,7,18590.45,0.7493706,3.591363,25.24851
1,7,18591.45,0.7499809,3.591363,25.24851
1,7,18592.45,0.7498283,3.591363,25.24851
1,7,18593.45,0.7499809,3.591363,25.24851
1,7,18594.45,0.7496758,3.591669,25.24851
1,7,18595.45,0.7502861,3.591363,25.24851
1,7,18596.45,0.7501335,3.591669,25.24851
1,7,18597.45,0.7499809,3.591669,25.24851
1,7,18598.45,0.7498283,3.591516,25.24851
1,7,18599.45,0.7499809,3.591516,25.24851
1,7,18600.45,0.7493706,3.591669,25.24851
1,7,18601.45,0.7499809,3.591821,25.24851
1,7,18602.45,0.7502861,3.591821,25.24851
1,7,18603.45,0.7498283,3.591821,25.23178
1,7,18604.45,0.7499809,3.591821,25.23178
1,7,18605.45,0.7496758,3.592126,25.23178
1,7,18606.45,0.7501335,3.591974,25.23178
1,7,18607.45,0.7498283,3.591974,25.23178
1,7,18608.45,0.7499809,3.592126,25.23178
1,7,18609.45,0.7499809,3.592126,25.23178
1,7,18610.45,0.7501335,3.592432,25.23178
1,7,18611.45,0.7499809,3.592279,25.23178
1,7,18612.45,0.7502861,3.592432,25.23178
1,7,18613.45,0.7501335,3.592432,25.23178
1,7,18614.45,0.7499809,3.592432,25.23178
1,7,18615.45,0.7498283,3.592279,25.23178
1,7,18616.45,0.7501335,3.592279,25.23178
1,7,18617.45,0.7496758,3.592432,25.23178
1,7,18618.45,0.7499809,3.592432,25.21504
1,7,18619.45,0.7496758,3.592584,25.23178
1,7,18620.45,0.7496758,3.592737,25.23178
1,7,18621.45,0.7498283,3.592737,25.23178
1,7,18622.45,0.7501335,3.592737,25.23178
1,7,18623.45,0.7499809,3.592889,25.23178
1,7,18624.45,0.7495232,3.592889,25.23178
1,7,18625.45,0.7499809,3.593042,25.23178
1,7,18626.45,0.7504387,3.592889,25.23178
1,7,18627.45,0.7496758,3.593042,25.21504
1,7,18628.45,0.7502861,3.592889,25.21504
1,7,18629.45,0.7499809,3.593042,25.21504
1,7,18630.45,0.7498283,3.592889,25.19831
1,7,18631.45,0.7502861,3.593042,25.19831
1,7,18632.45,0.7499809,3.593042,25.19831
1,7,18633.45,0.7498283,3.593347,25.19831
1,7,18634.45,0.7499809,3.593347,25.21504
1,7,18635.45,0.7501335,3.593194,25.21504
1,7,18636.45,0.7499809,3.593347,25.21504
1,7,18637.45,0.7495232,3.5935,25.23178
1,7,18638.45,0.7501335,3.593194,25.23178
1,7,18639.45,0.7499809,3.5935,25.23178
1,7,18640.45,0.7499809,3.5935,25.23178
1,7,18641.45,0.7499809,3.5935,25.23178
1,7,18642.45,0.7496758,3.593652,25.23178
1,7,18643.45,0.7499809,3.5935,25.23178
1,7,18644.45,0.7495232,3.593652,25.23178
1,7,18645.45,0.7499809,3.593957,25.23178
1,7,18646.45,0.7501335,3.593805,25.21504
1,7,18647.45,0.7495232,3.593805,25.21504
1,7,18648.45,0.7499809,3.593957,25.21504
1,7,18649.45,0.7498283,3.593957,25.21504
1,7,18650.45,0.7499809,3.59411,25.21504
1,7,18651.45,0.7501335,3.593957,25.21504
1,7,18652.45,0.7499809,3.593957,25.21504
1,7,18653.45,0.7496758,3.593957,25.19831
1,7,18654.45,0.7499809,3.593957,25.19831
1,7,18655.45,0.7498283,3.594263,25.19831
1,7,18656.45,0.7496758,3.59411,25.19831
1,7,18657.45,0.7493706,3.59411,25.19831
1,7,18658.45,0.7495232,3.594415,25.19831
1,7,18659.45,0.7493706,3.594568,25.19831
1,7,18660.45,0.7496758,3.594263,25.19831
1,7,18661.45,0.7498283,3.594415,25.19831
1,7,18662.45,0.7498283,3.594415,25.19831
1,7,18663.45,0.7496758,3.594568,25.19831
1,7,18664.45,0.7498283,3.594415,25.19831
1,7,18665.45,0.7498283,3.59472,25.19831
1,7,18666.45,0.7498283,3.59472,25.19831
1,7,18667.45,0.7499809,3.59472,25.18158
1,7,18668.45,0.7496758,3.59472,25.18158
1,7,18669.45,0.7496758,3.594873,25.18158
1,7,18670.45,0.7498283,3.59472,25.18158
1,7,18671.45,0.7501335,3.59472,25.18158
1,7,18672.45,0.7496758,3.594873,25.18158
1,7,18673.45,0.7501335,3.595026,25.16484
1,7,18674.45,0.7498283,3.594873,25.16484
1,7,18675.45,0.7495232,3.595026,25.16484
1,7,18676.45,0.7499809,3.594873,25.16484
1,7,18677.45,0.7501335,3.595178,25.16484
1,7,18678.45,0.7502861,3.595026,25.16484
1,7,18679.45,0.7498283,3.595331,25.16484
1,7,18680.45,0.7499809,3.595331,25.16484
1,7,18681.45,0.7499809,3.595178,25.16484
1,7,18682.45,0.7499809,3.595331,25.16484
1,7,18683.45,0.7498283,3.595331,25.16484
1,7,18684.45,0.7493706,3.595483,25.16484
1,7,18685.45,0.7498283,3.595483,25.16484
1,7,18686.45,0.7501335,3.595483,25.16484
1,7,18687.45,0.7502861,3.595636,25.16484
1,7,18688.45,0.7495232,3.595636,25.16484
1,7,18689.45,0.7498283,3.595788,25.16484
1,7,18690.45,0.7501335,3.595788,25.16484
1,7,18691.45,0.7499809,3.595788,25.16484
1,7,18692.45,0.7501335,3.595788,25.16484
1,7,18693.45,0.7498283,3.595636,25.16484
1,7,18694.45,0.7495232,3.595788,25.16484
1,7,18695.45,0.7495232,3.595788,25.16484
1,7,18696.45,0.7496758,3.595788,25.16484
1,7,18697.45,0.7495232,3.596094,25.16484
1,7,18698.45,0.7501335,3.595941,25.16484
1,7,18699.45,0.7498283,3.595941,25.16484
1,7,18700.45,0.7502861,3.595941,25.16484
1,7,18701.45,0.7498283,3.596094,25.16484
1,7,18702.45,0.7499809,3.596094,25.16484
1,7,18703.45,0.7498283,3.596246,25.14811
1,7,18704.45,0.7502861,3.596246,25.14811
1,7,18705.45,0.7495232,3.596246,25.14811
1,7,18706.45,0.7502861,3.596399,25.14811
1,7,18707.45,0.7499809,3.596399,25.14811
1,7,18708.45,0.7498283,3.596246,25.14811
1,7,18709.45,0.7495232,3.596399,25.14811
1,7,18710.45,0.7495232,3.596399,25.14811
1,7,18711.45,0.7501335,3.596551,25.14811
1,7,18712.45,0.7496758,3.596399,25.14811
1,7,18713.45,0.7498283,3.596399,25.14811
1,7,18714.45,0.7495232,3.596551,25.14811
1,7,18715.45,0.7498283,3.596704,25.14811
1,7,18716.45,0.7501335,3.596551,25.14811
1,7,18717.45,0.7499809,3.596857,25.14811
1,7,18718.45,0.7496758,3.596704,25.14811
1,7,18719.45,0.7499809,3.596857,25.14811
1,7,18720.45,0.7496758,3.596704,25.14811
1,7,18721.45,0.7501335,3.596857,25.14811
1,7,18722.45,0.7499809,3.596857,25.16484
1,7,18723.45,0.7501335,3.597009,25.16484
1,7,18724.45,0.7498283,3.597162,25.16484
1,7,18725.45,0.7495232,3.597162,25.16484
1,7,18726.45,0.7495232,3.597009,25.16484
1,7,18727.45,0.7495232,3.597162,25.16484
1,7,18728.45,0.7493706,3.597162,25.16484
1,7,18729.45,0.7501335,3.597162,25.14811
1,7,18730.45,0.7501335,3.597314,25.14811
1,7,18731.45,0.7498283,3.597467,25.14811
1,7,18732.45,0.7496758,3.597467,25.14811
1,7,18733.45,0.7495232,3.597314,25.14811
1,7,18734.45,0.7499809,3.597467,25.16484
1,7,18735.45,0.7498283,3.597467,25.16484
1,7,18736.45,0.7499809,3.597467,25.16484
1,7,18737.45,0.7501335,3.597467,25.16484
1,7,18738.45,0.7502861,3.59762,25.16484
1,7,18739.45,0.7502861,3.59762,25.18158
1,7,18740.45,0.7501335,3.597772,25.18158
1,7,18741.45,0.7501335,3.59762,25.19831
1,7,18742.45,0.7499809,3.597925,25.19831
1,7,18743.45,0.7501335,3.597925,25.19831
1,7,18744.45,0.7499809,3.597772,25.19831
1,7,18745.45,0.7499809,3.597925,25.21504
1,7,18746.45,0.7498283,3.597925,25.21504
1,7,18747.45,0.7498283,3.597925,25.21504
1,7,18748.45,0.7499809,3.597925,25.21504
1,7,18749.45,0.7498283,3.597925,25.21504
1,7,18750.45,0.7502861,3.59823,25.21504
1,7,18751.45,0.7499809,3.59823,25.21504
1,7,18752.45,0.7499809,3.59823,25.23178
1,7,18753.45,0.7501335,3.59823,25.23178
1,7,18754.45,0.7495232,3.598382,25.23178
1,7,18755.45,0.7502861,3.598382,25.21504
1,7,18756.45,0.7502861,3.598382,25.21504
1,7,18757.45,0.7498283,3.59823,25.21504
1,7,18758.45,0.7501335,3.598535,25.21504
1,7,18759.45,0.7498283,3.598382,25.21504
1,7,18760.45,0.7499809,3.598535,25.21504
1,7,18761.45,0.7499809,3.598688,25.21504
1,7,18762.45,0.7499809,3.598688,25.21504
1,7,18763.45,0.7498283,3.598688,25.21504
1,7,18764.45,0.7499809,3.598688,25.21504
1,7,18765.45,0.7501335,3.598688,25.21504
1,7,18766.45,0.7498283,3.59884,25.21504
1,7,18767.45,0.7499809,3.598688,25.21504
1,7,18768.45,0.7499809,3.59884,25.21504
1,7,18769.45,0.7502861,3.598688,25.21504
1,7,18770.45,0.7499809,3.598993,25.21504
1,7,18771.45,0.7498283,3.598993,25.21504
1,7,18772.45,0.7495232,3.59884,25.21504
1,7,18773.45,0.7496758,3.59884,25.21504
1,7,18774.45,0.7499809,3.598993,25.21504
1,7,18775.45,0.7498283,3.599451,25.21504
1,7,18776.45,0.7501335,3.599145,25.21504
1,7,18777.45,0.7496758,3.599145,25.21504
1,7,18778.45,0.7499809,3.599145,25.21504
1,7,18779.45,0.7499809,3.599298,25.23178
1,7,18780.45,0.7498283,3.599298,25.23178
1,7,18781.45,0.7498283,3.599298,25.23178
1,7,18782.45,0.7498283,3.599451,25.21504
1,7,18783.45,0.7504387,3.599451,25.21504
1,7,18784.45,0.7502861,3.599451,25.21504
1,7,18785.45,0.7498283,3.599603,25.23178
1,7,18786.45,0.7499809,3.599756,25.23178
1,7,18787.45,0.7501335,3.599756,25.23178
1,7,18788.45,0.7498283,3.599603,25.23178
1,7,18789.45,0.7496758,3.599908,25.23178
1,7,18790.45,0.7501335,3.599756,25.23178
1,7,18791.45,0.7496758,3.600061,25.23178
1,7,18792.45,0.7498283,3.599908,25.23178
1,7,18793.45,0.7496758,3.599908,25.23178
1,7,18794.45,0.7499809,3.599756,25.23178
1,7,18795.45,0.7499809,3.599908,25.23178
1,7,18796.45,0.7498283,3.600061,25.23178
1,7,18797.45,0.749218,3.600061,25.23178
1,7,18798.45,0.7498283,3.600061,25.23178
1,7,18799.45,0.7501335,3.600061,25.23178
1,7,18800.45,0.7499809,3.600214,25.23178
1,7,18801.45,0.7499809,3.600214,25.23178
1,7,18802.45,0.7498283,3.600214,25.23178
1,7,18803.45,0.7499809,3.600366,25.23178
1,7,18804.45,0.7498283,3.600366,25.23178
1,7,18805.45,0.7501335,3.600519,25.23178
1,7,18806.45,0.7496758,3.600214,25.23178
1,7,18807.45,0.7493706,3.600519,25.23178
1,7,18808.45,0.7496758,3.600519,25.23178
1,7,18809.45,0.7502861,3.600824,25.23178
1,7,18810.45,0.7502861,3.600519,25.23178
1,7,18811.45,0.749218,3.600671,25.23178
1,7,18812.45,0.7496758,3.600824,25.23178
1,7,18813.45,0.7501335,3.600824,25.23178
1,7,18814.45,0.7501335,3.600824,25.23178
1,7,18815.45,0.7498283,3.600824,25.23178
1,7,18816.45,0.7496758,3.600671,25.23178
1,7,18817.45,0.7504387,3.600976,25.23178
1,7,18818.45,0.7498283,3.600976,25.24851
1,7,18819.45,0.7496758,3.600824,25.24851
1,7,18820.45,0.7501335,3.601129,25.24851
1,7,18821.45,0.7499809,3.600976,25.24851
1,7,18822.45,0.7499809,3.601129,25.24851
1,7,18823.45,0.7504387,3.600976,25.24851
1,7,18824.45,0.7496758,3.600976,25.24851
1,7,18825.45,0.7501335,3.601129,25.24851
1,7,18826.45,0.7499809,3.601282,25.24851
1,7,18827.45,0.7498283,3.601129,25.24851
1,7,18828.45,0.7499809,3.601434,25.24851
1,7,18829.45,0.7495232,3.601434,25.24851
1,7,18830.45,0.7496758,3.601434,25.24851
1,7,18831.45,0.7505913,3.601587,25.24851
1,7,18832.45,0.7499809,3.601587,25.24851
1,7,18833.45,0.7496758,3.601434,25.24851
1,7,18834.45,0.7502861,3.601434,25.24851
1,7,18835.45,0.7496758,3.601434,25.23178
1,7,18836.45,0.7498283,3.601587,25.23178
1,7,18837.45,0.7498283,3.60174,25.23178
1,7,18838.45,0.7502861,3.601434,25.23178
1,7,18839.45,0.7502861,3.601892,25.23178
1,7,18840.45,0.7499809,3.601587,25.24851
1,7,18841.45,0.7493706,3.60174,25.24851
1,7,18842.45,0.7496758,3.60174,25.24851
1,7,18843.45,0.7498283,3.60174,25.24851
1,7,18844.45,0.7496758,3.60174,25.24851
1,7,18845.45,0.7501335,3.60174,25.26524
1,7,18846.45,0.7498283,3.602197,25.26524
1,7,18847.45,0.7498283,3.601892,25.28198
1,7,18848.45,0.7496758,3.602197,25.28198
1,7,18849.45,0.7498283,3.602197,25.29871
1,7,18850.45,0.7502861,3.60235,25.29871
1,7,18851.45,0.7501335,3.60235,25.31544
1,7,18852.45,0.7498283,3.60235,25.31544
1,7,18853.45,0.7502861,3.602045,25.31544
